"ISP","Area","Reserve Type","Type of Product","Direction","Offered (MW)","Activated (MW)","Unavailable (MW)"
"07/01/2024 02:00:00","SCA|NO2","mFRR","Local","Down","4735.00","0.00"," "
"07/01/2024 03:00:00","SCA|NO2","mFRR","Local","Up","1771.00","276.00"," "
"07/01/2024 03:00:00","SCA|NO2","mFRR","Local","Down","4524.00","0.00"," "
"07/01/2024 04:00:00","SCA|NO2","mFRR","Local","Up","1921.00","387.00"," "
"07/01/2024 04:00:00","SCA|NO2","mFRR","Local","Down","4254.00","0.00"," "
"07/01/2024 05:00:00","SCA|NO2","mFRR","Local","Up","2020.00","354.50"," "
"07/01/2024 05:00:00","SCA|NO2","mFRR","Local","Down","3569.00","0.00"," "
"07/01/2024 06:00:00","SCA|NO2","mFRR","Local","Up","1930.00","311.25"," "
"07/01/2024 06:00:00","SCA|NO2","mFRR","Local","Down","4003.00","0.00"," "
"07/01/2024 07:00:00","SCA|NO2","mFRR","Local","Up","1673.00","39.00"," "
